library_ID,fastq_fwd_file_name,fastq_rev_file_name,host_genus,host_species,coral_tag,site_name,sequencing_run,expedition,sample_name,sra_accession
358_S355_L001,358_S355_L001_R1_001.fastq.gz,358_S355_L001_R2_001.fastq.gz,Pocillopora,grandis,362,34,run2,2015b,KI15b_270,SAMN49903783
359_S356_L001,359_S356_L001_R1_001.fastq.gz,359_S356_L001_R2_001.fastq.gz,Montipora,aequituberculata,775,34,run2,2015b,KI15b_271,SAMN49903774
362_S359_L001,362_S359_L001_R1_001.fastq.gz,362_S359_L001_R2_001.fastq.gz,Pocillopora,grandis,778,34,run2,2015b,KI15b_274,SAMN49903775
364_S361_L001,364_S361_L001_R1_001.fastq.gz,364_S361_L001_R2_001.fastq.gz,Montipora,aequituberculata,780,34,run2,2015b,KI15b_276,SAMN49903776
270_S269_L001,270_S269_L001_R1_001.fastq.gz,270_S269_L001_R2_001.fastq.gz,Pocillopora,grandis,106,35,run2,2015b,KI15b_28,SAMN49903790
368_S363_L001,368_S363_L001_R1_001.fastq.gz,368_S363_L001_R2_001.fastq.gz,Montipora,aequituberculata,784,34,run2,2015b,KI15b_280,SAMN49903777
369_S364_L001,369_S364_L001_R1_001.fastq.gz,369_S364_L001_R2_001.fastq.gz,Pocillopora,grandis,785,34,run2,2015b,KI15b_281,SAMN49903778
287-15B_S334_L001,287-15B_S334_L001_R1_001.fastq.gz,287-15B_S334_L001_R2_001.fastq.gz,Pocillopora,grandis,791,5,Bleaching3_run,2015b,KI15b_287,SAMN49903457
271_S270_L001,271_S270_L001_R1_001.fastq.gz,271_S270_L001_R2_001.fastq.gz,Montipora,aequituberculata,105,35,run2,2015b,KI15b_29,SAMN49903789
291-15B_S350_L001,291-15B_S350_L001_R1_001.fastq.gz,291-15B_S350_L001_R2_001.fastq.gz,Montipora,aequituberculata,795,5,Bleaching3_run,2015b,KI15b_291,SAMN49903458
292-15B_S358_L001,292-15B_S358_L001_R1_001.fastq.gz,292-15B_S358_L001_R2_001.fastq.gz,Pocillopora,grandis,796,5,Bleaching3_run,2015b,KI15b_292,SAMN49903459
295-15B_S366_L001,295-15B_S366_L001_R1_001.fastq.gz,295-15B_S366_L001_R2_001.fastq.gz,Pocillopora,grandis,799,5,Bleaching3_run,2015b,KI15b_295,SAMN49903460
15b-298_S136_L001,15b-298_S136_L001_R1_001.fastq.gz,15b-298_S136_L001_R2_001.fastq.gz,Montipora,aequituberculata,802,5,Shedd_2021,2015b,KI15b_298,SAMN49904037
299-15B_S374_L001,299-15B_S374_L001_R1_001.fastq.gz,299-15B_S374_L001_R2_001.fastq.gz,Pocillopora,grandis,803,5,Bleaching3_run,2015b,KI15b_299,SAMN49903461
254_S253_L001,254_S253_L001_R1_001.fastq.gz,254_S253_L001_R2_001.fastq.gz,Pocillopora,grandis,3,35,run2,2015b,KI15b_3,SAMN49903784
272_S271_L001,272_S271_L001_R1_001.fastq.gz,272_S271_L001_R2_001.fastq.gz,Montipora,aequituberculata,110,35,run2,2015b,KI15b_30,SAMN49903792
15b-304_S120_L001,15b-304_S120_L001_R1_001.fastq.gz,15b-304_S120_L001_R2_001.fastq.gz,Montipora,aequituberculata,808,5,Shedd_2021,2015b,KI15b_304,SAMN49904036
PLATE3B11_S274_L001,PLATE3B11_S274_L001_R1_001.fastq.gz,PLATE3B11_S274_L001_R2_001.fastq.gz,Pocillopora,grandis,809,5,SheddRun_Dec2020,2015b,KI15b_305,SAMN49904095
15b-307_S317_L001,15b-307_S317_L001_R1_001.fastq.gz,15b-307_S317_L001_R2_001.fastq.gz,Montipora,aequituberculata,811,5,Shedd_2021,2015b,KI15b_307,SAMN49904038
310-15B_S311_L001,310-15B_S311_L001_R1_001.fastq.gz,310-15B_S311_L001_R2_001.fastq.gz,Pocillopora,grandis,814,5,Bleaching3_run,2015b,KI15b_310,SAMN49903462
311-15B_S319_L001,311-15B_S319_L001_R1_001.fastq.gz,311-15B_S319_L001_R2_001.fastq.gz,Montipora,aequituberculata,815,5,Bleaching3_run,2015b,KI15b_311,SAMN49903463
315-15B_S327_L001,315-15B_S327_L001_R1_001.fastq.gz,315-15B_S327_L001_R2_001.fastq.gz,Pocillopora,grandis,819,5,Bleaching3_run,2015b,KI15b_315,SAMN49903464
318-15B_S335_L001,318-15B_S335_L001_R1_001.fastq.gz,318-15B_S335_L001_R2_001.fastq.gz,Montipora,aequituberculata,822,5,Bleaching3_run,2015b,KI15b_318,SAMN49903465
PLATE3C3_S211_L001,PLATE3C3_S211_L001_R1_001.fastq.gz,PLATE3C3_S211_L001_R2_001.fastq.gz,Pocillopora,grandis,823,5,SheddRun_Dec2020,2015b,KI15b_319,SAMN49904096
321-15B_S343_L001,321-15B_S343_L001_R1_001.fastq.gz,321-15B_S343_L001_R2_001.fastq.gz,Pocillopora,grandis,825,5,Bleaching3_run,2015b,KI15b_321,SAMN49903466
324-15B_S359_L001,324-15B_S359_L001_R1_001.fastq.gz,324-15B_S359_L001_R2_001.fastq.gz,Montipora,aequituberculata,828,5,Bleaching3_run,2015b,KI15b_324,SAMN49903467
PLATE3C4_S219_L001,PLATE3C4_S219_L001_R1_001.fastq.gz,PLATE3C4_S219_L001_R2_001.fastq.gz,Pocillopora,grandis,830,5,SheddRun_Dec2020,2015b,KI15b_326,SAMN49904097
328-15B_S375_L001,328-15B_S375_L001_R1_001.fastq.gz,328-15B_S375_L001_R2_001.fastq.gz,Montipora,aequituberculata,832,5,Bleaching3_run,2015b,KI15b_328,SAMN49903468
329-15B_S383_L001,329-15B_S383_L001_R1_001.fastq.gz,329-15B_S383_L001_R2_001.fastq.gz,Pocillopora,grandis,833,5,Bleaching3_run,2015b,KI15b_329,SAMN49903469
331-15B_S296_L001,331-15B_S296_L001_R1_001.fastq.gz,331-15B_S296_L001_R2_001.fastq.gz,Montipora,aequituberculata,835,5,Bleaching3_run,2015b,KI15b_331,SAMN49903470
332-15B_S304_L001,332-15B_S304_L001_R1_001.fastq.gz,332-15B_S304_L001_R2_001.fastq.gz,Pocillopora,grandis,836,5,Bleaching3_run,2015b,KI15b_332,SAMN49903471
334-15B_S312_L001,334-15B_S312_L001_R1_001.fastq.gz,334-15B_S312_L001_R2_001.fastq.gz,Montipora,aequituberculata,838,5,Bleaching3_run,2015b,KI15b_334,SAMN49903472
336-15B_S320_L001,336-15B_S320_L001_R1_001.fastq.gz,336-15B_S320_L001_R2_001.fastq.gz,Montipora,aequituberculata,840,5,Bleaching3_run,2015b,KI15b_336,SAMN49903473
371_S365_L001,371_S365_L001_R1_001.fastq.gz,371_S365_L001_R2_001.fastq.gz,Montipora,aequituberculata,841,34,run2,2015b,KI15b_337,SAMN49903779
373_S367_L001,373_S367_L001_R1_001.fastq.gz,373_S367_L001_R2_001.fastq.gz,Pocillopora,grandis,843,34,run2,2015b,KI15b_339,SAMN49903780
273_S272_L001,273_S272_L001_R1_001.fastq.gz,273_S272_L001_R2_001.fastq.gz,Pocillopora,grandis,116,35,run2,2015b,KI15b_34,SAMN49903793
378_S371_L001,378_S371_L001_R1_001.fastq.gz,378_S371_L001_R2_001.fastq.gz,Pocillopora,grandis,848,34,run2,2015b,KI15b_344,SAMN49903781
348-15B_S328_L001,348-15B_S328_L001_R1_001.fastq.gz,348-15B_S328_L001_R2_001.fastq.gz,Pocillopora,grandis,852,34,Bleaching3_run,2015b,KI15b_348,SAMN49903504
15b-351_S382_L001,15b-351_S382_L001_R1_001.fastq.gz,15b-351_S382_L001_R2_001.fastq.gz,Montipora,aequituberculata,855,34,Shedd_2021,2015b,KI15b_351,SAMN49904045
PLATE3C5_S227_L001,PLATE3C5_S227_L001_R1_001.fastq.gz,PLATE3C5_S227_L001_R2_001.fastq.gz,Pocillopora,grandis,858,34,SheddRun_Dec2020,2015b,KI15b_354,SAMN49904105
275_S274_L001,275_S274_L001_R1_001.fastq.gz,275_S274_L001_R2_001.fastq.gz,Pocillopora,grandis,120,35,run2,2015b,KI15b_36,SAMN49903794
276_S275_L001,276_S275_L001_R1_001.fastq.gz,276_S275_L001_R2_001.fastq.gz,Pocillopora,grandis,132b,30,run2,2015b,KI15b_37,SAMN49903765
255_S254_L001,255_S254_L001_R1_001.fastq.gz,255_S254_L001_R2_001.fastq.gz,Montipora,aequituberculata,2,35,run2,2015b,KI15b_4,SAMN49903801
277_S276_L001,277_S276_L001_R1_001.fastq.gz,277_S276_L001_R2_001.fastq.gz,Pocillopora,grandis,129,30,run2,2015b,KI15b_40,SAMN49903748
279_S278_L001,279_S278_L001_R1_001.fastq.gz,279_S278_L001_R2_001.fastq.gz,Montipora,aequituberculata,134,30,run2,2015b,KI15b_43,SAMN49903750
280_S279_L001,280_S279_L001_R1_001.fastq.gz,280_S279_L001_R2_001.fastq.gz,Pocillopora,grandis,135,30,run2,2015b,KI15b_44,SAMN49903751
282_S281_L001,282_S281_L001_R1_001.fastq.gz,282_S281_L001_R2_001.fastq.gz,Montipora,aequituberculata,137,30,run2,2015b,KI15b_46,SAMN49903752
283_S282_L001,283_S282_L001_R1_001.fastq.gz,283_S282_L001_R2_001.fastq.gz,Pocillopora,grandis,139,30,run2,2015b,KI15b_47,SAMN49903753
285_S284_L001,285_S284_L001_R1_001.fastq.gz,285_S284_L001_R2_001.fastq.gz,Pocillopora,grandis,145,30,run2,2015b,KI15b_51,SAMN49903754
286_S285_L001,286_S285_L001_R1_001.fastq.gz,286_S285_L001_R2_001.fastq.gz,Pocillopora,grandis,149,30,run2,2015b,KI15b_52,SAMN49903755
288_S287_L001,288_S287_L001_R1_001.fastq.gz,288_S287_L001_R2_001.fastq.gz,Pocillopora,grandis,152,30,run2,2015b,KI15b_55,SAMN49903756
289_S288_L001,289_S288_L001_R1_001.fastq.gz,289_S288_L001_R2_001.fastq.gz,Montipora,aequituberculata,385,30,run2,2015b,KI15b_56,SAMN49903757
291_S290_L001,291_S290_L001_R1_001.fastq.gz,291_S290_L001_R2_001.fastq.gz,Montipora,aequituberculata,428,30,run2,2015b,KI15b_59,SAMN49903759
292_S291_L001,292_S291_L001_R1_001.fastq.gz,292_S291_L001_R2_001.fastq.gz,Pocillopora,grandis,427,30,run2,2015b,KI15b_60,SAMN49903758
295_S294_L001,295_S294_L001_R1_001.fastq.gz,295_S294_L001_R2_001.fastq.gz,Pocillopora,grandis,436,30,run2,2015b,KI15b_64,SAMN49903760
296_S295_L001,296_S295_L001_R1_001.fastq.gz,296_S295_L001_R2_001.fastq.gz,Montipora,aequituberculata,437,30,run2,2015b,KI15b_66,SAMN49903761
297_S296_L001,297_S296_L001_R1_001.fastq.gz,297_S296_L001_R2_001.fastq.gz,Montipora,aequituberculata,443,30,run2,2015b,KI15b_70,SAMN49903763
298_S297_L001,298_S297_L001_R1_001.fastq.gz,298_S297_L001_R2_001.fastq.gz,Pocillopora,grandis,440,30,run2,2015b,KI15b_71,SAMN49903762
299_S298_L001,299_S298_L001_R1_001.fastq.gz,299_S298_L001_R2_001.fastq.gz,Montipora,aequituberculata,446,30,run2,2015b,KI15b_73,SAMN49903764
77-15B_S353_L001,77-15B_S353_L001_R1_001.fastq.gz,77-15B_S353_L001_R2_001.fastq.gz,Pocillopora,grandis,579,15,Bleaching3_run,2015b,KI15b_77,SAMN49903474
81-15B_S369_L001,81-15B_S369_L001_R1_001.fastq.gz,81-15B_S369_L001_R2_001.fastq.gz,Pocillopora,grandis,582b,15,Bleaching3_run,2015b,KI15b_81,SAMN49903479
82-15B_S290_L001,82-15B_S290_L001_R1_001.fastq.gz,82-15B_S290_L001_R2_001.fastq.gz,Montipora,aequituberculata,584,15,Bleaching3_run,2015b,KI15b_82,SAMN49903475
85-15B_S298_L001,85-15B_S298_L001_R1_001.fastq.gz,85-15B_S298_L001_R2_001.fastq.gz,Pocillopora,grandis,589,15,Bleaching3_run,2015b,KI15b_85,SAMN49903476
89-15B_S306_L001,89-15B_S306_L001_R1_001.fastq.gz,89-15B_S306_L001_R2_001.fastq.gz,Montipora,aequituberculata,593,15,Bleaching3_run,2015b,KI15b_89,SAMN49903477
258_S257_L001,258_S257_L001_R1_001.fastq.gz,258_S257_L001_R2_001.fastq.gz,Montipora,aequituberculata,634,35,run2,2015b,KI15b_9,SAMN49903797
93-15B_S330_L001,93-15B_S330_L001_R1_001.fastq.gz,93-15B_S330_L001_R2_001.fastq.gz,Montipora,aequituberculata,598,15,Bleaching3_run,2015b,KI15b_93,SAMN49903478
PLATE3B12_S282_L001,PLATE3B12_S282_L001_R1_001.fastq.gz,PLATE3B12_S282_L001_R2_001.fastq.gz,Pocillopora,grandis,599,15,SheddRun_Dec2020,2015b,KI15b_94,SAMN49904098
95-15B_S346_L001,95-15B_S346_L001_R1_001.fastq.gz,95-15B_S346_L001_R2_001.fastq.gz,Montipora,aequituberculata,649,19,Bleaching3_run,2015b,KI15b_95,SAMN49903480
97-15B_S354_L001,97-15B_S354_L001_R1_001.fastq.gz,97-15B_S354_L001_R2_001.fastq.gz,Pocillopora,grandis,651,19,Bleaching3_run,2015b,KI15b_97,SAMN49903481
99-15B_S362_L001,99-15B_S362_L001_R1_001.fastq.gz,99-15B_S362_L001_R2_001.fastq.gz,Montipora,aequituberculata,653,19,Bleaching3_run,2015b,KI15b_99,SAMN49903482
10-15C_S25_L001,10-15C_S25_L001_R1_001.fastq.gz,10-15C_S25_L001_R2_001.fastq.gz,Pocillopora,grandis,13,35,Bleaching3_run,2015c,KI15c_10,SAMN49903617
102-15C_S75_L001,102-15C_S75_L001_R1_001.fastq.gz,102-15C_S75_L001_R2_001.fastq.gz,Montipora,aequituberculata,584,15,Bleaching3_run,2015c,KI15c_102,SAMN49903545
103-15C_S83_L001,103-15C_S83_L001_R1_001.fastq.gz,103-15C_S83_L001_R2_001.fastq.gz,Pocillopora,grandis,582b,15,Bleaching3_run,2015c,KI15c_103,SAMN49903559
PLATE3H10_S272_L001,PLATE3H10_S272_L001_R1_001.fastq.gz,PLATE3H10_S272_L001_R2_001.fastq.gz,Pocillopora,grandis,586,15,SheddRun_Dec2020,2015c,KI15c_107,SAMN49904115
110-15C_S91_L001,110-15C_S91_L001_R1_001.fastq.gz,110-15C_S91_L001_R2_001.fastq.gz,Pocillopora,grandis,589,15,Bleaching3_run,2015c,KI15c_110,SAMN49903546
111-15C_S4_L001,111-15C_S4_L001_R1_001.fastq.gz,111-15C_S4_L001_R2_001.fastq.gz,Montipora,aequituberculata,593,15,Bleaching3_run,2015c,KI15c_111,SAMN49903547
117-15C_S28_L001,117-15C_S28_L001_R1_001.fastq.gz,117-15C_S28_L001_R2_001.fastq.gz,Montipora,aequituberculata,598,15,Bleaching3_run,2015c,KI15c_117,SAMN49903548
118-15C_S36_L001,118-15C_S36_L001_R1_001.fastq.gz,118-15C_S36_L001_R2_001.fastq.gz,Montipora,aequituberculata,602,15,Bleaching3_run,2015c,KI15c_118,SAMN49903550
119-15C_S44_L001,119-15C_S44_L001_R1_001.fastq.gz,119-15C_S44_L001_R2_001.fastq.gz,Montipora,aequituberculata,576,15,Bleaching3_run,2015c,KI15c_119,SAMN49903543
121-15C_S60_L001,121-15C_S60_L001_R1_001.fastq.gz,121-15C_S60_L001_R2_001.fastq.gz,Pocillopora,grandis,599,15,Bleaching3_run,2015c,KI15c_121,SAMN49903549
123-15C_S68_L001,123-15C_S68_L001_R1_001.fastq.gz,123-15C_S68_L001_R2_001.fastq.gz,Pocillopora,grandis,603,15,Bleaching3_run,2015c,KI15c_123,SAMN49903551
124-15C_S76_L001,124-15C_S76_L001_R1_001.fastq.gz,124-15C_S76_L001_R2_001.fastq.gz,Montipora,aequituberculata,613,15,Bleaching3_run,2015c,KI15c_124,SAMN49903554
128-15C_S92_L001,128-15C_S92_L001_R1_001.fastq.gz,128-15C_S92_L001_R2_001.fastq.gz,Pocillopora,grandis,606,15,Bleaching3_run,2015c,KI15c_128,SAMN49903552
13-15C_S33_L001,13-15C_S33_L001_R1_001.fastq.gz,13-15C_S33_L001_R2_001.fastq.gz,Pocillopora,grandis,88,35,Bleaching3_run,2015c,KI15c_13,SAMN49903618
131-15C_S5_L001,131-15C_S5_L001_R1_001.fastq.gz,131-15C_S5_L001_R2_001.fastq.gz,Pocillopora,grandis,617,15,Bleaching3_run,2015c,KI15c_131,SAMN49903555
135-15C_S21_L001,135-15C_S21_L001_R1_001.fastq.gz,135-15C_S21_L001_R2_001.fastq.gz,Montipora,aequituberculata,621,15,Bleaching3_run,2015c,KI15c_135,SAMN49903556
137-15C_S29_L001,137-15C_S29_L001_R1_001.fastq.gz,137-15C_S29_L001_R2_001.fastq.gz,Pocillopora,grandis,611,15,Bleaching3_run,2015c,KI15c_137,SAMN49903553
139-15C_S37_L001,139-15C_S37_L001_R1_001.fastq.gz,139-15C_S37_L001_R2_001.fastq.gz,Montipora,aequituberculata,625,15,Bleaching3_run,2015c,KI15c_139,SAMN49903557
PLATE3H11_S280_L001,PLATE3H11_S280_L001_R1_001.fastq.gz,PLATE3H11_S280_L001_R2_001.fastq.gz,Pocillopora,grandis,626,15,SheddRun_Dec2020,2015c,KI15c_140,SAMN49904117
143-15C_S45_L001,143-15C_S45_L001_R1_001.fastq.gz,143-15C_S45_L001_R2_001.fastq.gz,Montipora,aequituberculata,629,15,Bleaching3_run,2015c,KI15c_143,SAMN49903558
PLATE4D2_S300_L001,PLATE4D2_S300_L001_R1_001.fastq.gz,PLATE4D2_S300_L001_R2_001.fastq.gz,Pocillopora,grandis,622,15,SheddRun_Dec2020,2015c,KI15c_146,SAMN49904116
149-15C_S53_L001,149-15C_S53_L001_R1_001.fastq.gz,149-15C_S53_L001_R2_001.fastq.gz,Pocillopora,grandis,171,3,Bleaching3_run,2015c,KI15c_149,SAMN49903508
15-15C_S41_L001,15-15C_S41_L001_R1_001.fastq.gz,15-15C_S41_L001_R2_001.fastq.gz,Montipora,aequituberculata,90,35,Bleaching3_run,2015c,KI15c_15,SAMN49903630
150-15C_S61_L001,150-15C_S61_L001_R1_001.fastq.gz,150-15C_S61_L001_R2_001.fastq.gz,Montipora,aequituberculata,170,3,Bleaching3_run,2015c,KI15c_150,SAMN49903507
153-15C_S85_L001,153-15C_S85_L001_R1_001.fastq.gz,153-15C_S85_L001_R2_001.fastq.gz,Pocillopora,grandis,174b,3,Bleaching3_run,2015c,KI15c_153,SAMN49903512
15c-155_S298_L001,15c-155_S298_L001_R1_001.fastq.gz,15c-155_S298_L001_R2_001.fastq.gz,Pocillopora,grandis,166,3,Shedd_2021,2015c,KI15c_155,SAMN49904047
156-15C_S93_L001,156-15C_S93_L001_R1_001.fastq.gz,156-15C_S93_L001_R2_001.fastq.gz,Pocillopora,grandis,163,3,Bleaching3_run,2015c,KI15c_156,SAMN49903506
158-15C_S6_L001,158-15C_S6_L001_R1_001.fastq.gz,158-15C_S6_L001_R2_001.fastq.gz,Pocillopora,grandis,159,3,Bleaching3_run,2015c,KI15c_158,SAMN49903505
PLATE1H8_S64_L001,PLATE1H8_S64_L001_R1_001.fastq.gz,PLATE1H8_S64_L001_R2_001.fastq.gz,Pocillopora,grandis,92,35,SheddRun_Dec2020,2015c,KI15c_16,SAMN49904131
162-15C_S22_L001,162-15C_S22_L001_R1_001.fastq.gz,162-15C_S22_L001_R2_001.fastq.gz,Montipora,aequituberculata,155b,3,Bleaching3_run,2015c,KI15c_162,SAMN49903511
164-15C_S30_L001,164-15C_S30_L001_R1_001.fastq.gz,164-15C_S30_L001_R2_001.fastq.gz,Pocillopora,grandis,154,3,Bleaching3_run,2015c,KI15c_164,SAMN49903510
165-15C_S38_L001,165-15C_S38_L001_R1_001.fastq.gz,165-15C_S38_L001_R2_001.fastq.gz,Pocillopora,grandis,179,3,Bleaching3_run,2015c,KI15c_165,SAMN49903509
169-15C_S62_L001,169-15C_S62_L001_R1_001.fastq.gz,169-15C_S62_L001_R2_001.fastq.gz,Montipora,aequituberculata,185b,3,Bleaching3_run,2015c,KI15c_169,SAMN49903513
15c-172_S335_L001,15c-172_S335_L001_R1_001.fastq.gz,15c-172_S335_L001_R2_001.fastq.gz,Montipora,aequituberculata,225,3,Shedd_2021,2015c,KI15c_172,SAMN49904048
175-15C_S94_L001,175-15C_S94_L001_R1_001.fastq.gz,175-15C_S94_L001_R2_001.fastq.gz,Montipora,aequituberculata,229b,3,Bleaching3_run,2015c,KI15c_175,SAMN49903514
15c-176_S353_L001,15c-176_S353_L001_R1_001.fastq.gz,15c-176_S353_L001_R2_001.fastq.gz,Pocillopora,grandis,228,3,Shedd_2021,2015c,KI15c_176,SAMN49904046
185-15C_S47_L001,185-15C_S47_L001_R1_001.fastq.gz,185-15C_S47_L001_R2_001.fastq.gz,Montipora,aequituberculata,21,38,Bleaching3_run,2015c,KI15c_185,SAMN49903632
188-15C_S63_L001,188-15C_S63_L001_R1_001.fastq.gz,188-15C_S63_L001_R2_001.fastq.gz,Montipora,aequituberculata,26,38,Bleaching3_run,2015c,KI15c_188,SAMN49903633
19-15C_S57_L001,19-15C_S57_L001_R1_001.fastq.gz,19-15C_S57_L001_R2_001.fastq.gz,Montipora,aequituberculata,98,35,Bleaching3_run,2015c,KI15c_19,SAMN49903619
191-15C_S71_L001,191-15C_S71_L001_R1_001.fastq.gz,191-15C_S71_L001_R2_001.fastq.gz,Montipora,aequituberculata,31,38,Bleaching3_run,2015c,KI15c_191,SAMN49903634
15c-193_S361_L001,15c-193_S361_L001_R1_001.fastq.gz,15c-193_S361_L001_R2_001.fastq.gz,Montipora,aequituberculata,33,38,Shedd_2021,2015c,KI15c_193,SAMN49904076
197-15C_S95_L001,197-15C_S95_L001_R1_001.fastq.gz,197-15C_S95_L001_R2_001.fastq.gz,Pocillopora,grandis,189,38,Bleaching3_run,2015c,KI15c_197,SAMN49903635
199-15C_S8_L001,199-15C_S8_L001_R1_001.fastq.gz,199-15C_S8_L001_R2_001.fastq.gz,Pocillopora,grandis,193,38,Bleaching3_run,2015c,KI15c_199,SAMN49903636
2-15C_S1_L001,2-15C_S1_L001_R1_001.fastq.gz,2-15C_S1_L001_R2_001.fastq.gz,Pocillopora,grandis,3,35,Bleaching3_run,2015c,KI15c_2,SAMN49903616
20-15C_S65_L001,20-15C_S65_L001_R1_001.fastq.gz,20-15C_S65_L001_R2_001.fastq.gz,Montipora,aequituberculata,649,19,Bleaching3_run,2015c,KI15c_20,SAMN49903560
203-15C_S24_L001,203-15C_S24_L001_R1_001.fastq.gz,203-15C_S24_L001_R2_001.fastq.gz,Montipora,aequituberculata,198,38,Bleaching3_run,2015c,KI15c_203,SAMN49903637
206-15C_S32_L001,206-15C_S32_L001_R1_001.fastq.gz,206-15C_S32_L001_R2_001.fastq.gz,Pocillopora,grandis,201,38,Bleaching3_run,2015c,KI15c_206,SAMN49903638
2112-15C_S64_L001,2112-15C_S64_L001_R1_001.fastq.gz,2112-15C_S64_L001_R2_001.fastq.gz,Pocillopora,grandis,209,38,Bleaching3_run,2015c,KI15c_212,SAMN49903639
15c-213_S369_L001,15c-213_S369_L001_R1_001.fastq.gz,15c-213_S369_L001_R2_001.fastq.gz,Montipora,aequituberculata,210,38,Shedd_2021,2015c,KI15c_213,SAMN49904077
214-15C_S72_L001,214-15C_S72_L001_R1_001.fastq.gz,214-15C_S72_L001_R2_001.fastq.gz,Pocillopora,grandis,216b,38,Bleaching3_run,2015c,KI15c_214,SAMN49903640
15c-215_S301_L001,15c-215_S301_L001_R1_001.fastq.gz,15c-215_S301_L001_R2_001.fastq.gz,Montipora,aequituberculata,211,38,Shedd_2021,2015c,KI15c_215,SAMN49904080
15c-218_S343_L001,15c-218_S343_L001_R1_001.fastq.gz,15c-218_S343_L001_R2_001.fastq.gz,Pocillopora,grandis,215,38,Shedd_2021,2015c,KI15c_218,SAMN49904081
15c-219_S377_L001,15c-219_S377_L001_R1_001.fastq.gz,15c-219_S377_L001_R2_001.fastq.gz,Montipora,aequituberculata,218,38,Shedd_2021,2015c,KI15c_219,SAMN49904078
22-15C_S73_L001,22-15C_S73_L001_R1_001.fastq.gz,22-15C_S73_L001_R2_001.fastq.gz,Pocillopora,grandis,651,19,Bleaching3_run,2015c,KI15c_22,SAMN49903561
15c-221_S290_L001,15c-221_S290_L001_R1_001.fastq.gz,15c-221_S290_L001_R2_001.fastq.gz,Montipora,aequituberculata,219,38,Shedd_2021,2015c,KI15c_221,SAMN49904079
226-15C_S105_L001,226-15C_S105_L001_R1_001.fastq.gz,226-15C_S105_L001_R2_001.fastq.gz,Montipora,aequituberculata,94b,35,Bleaching3_run,2015c,KI15c_226,SAMN49903631
227-15C_S113_L001,227-15C_S113_L001_R1_001.fastq.gz,227-15C_S113_L001_R2_001.fastq.gz,Montipora,aequituberculata,102,35,Bleaching3_run,2015c,KI15c_227,SAMN49903620
229-15C_S129_L001,229-15C_S129_L001_R1_001.fastq.gz,229-15C_S129_L001_R2_001.fastq.gz,Pocillopora,grandis,106b,35,Bleaching3_run,2015c,KI15c_229,SAMN49903626
230-15C_S137_L001,230-15C_S137_L001_R1_001.fastq.gz,230-15C_S137_L001_R2_001.fastq.gz,Montipora,aequituberculata,105,35,Bleaching3_run,2015c,KI15c_230,SAMN49903621
232-15C_S145_L001,232-15C_S145_L001_R1_001.fastq.gz,232-15C_S145_L001_R2_001.fastq.gz,Pocillopora,grandis,109,35,Bleaching3_run,2015c,KI15c_232,SAMN49903622
233-15C_S153_L001,233-15C_S153_L001_R1_001.fastq.gz,233-15C_S153_L001_R2_001.fastq.gz,Montipora,aequituberculata,110b,35,Bleaching3_run,2015c,KI15c_233,SAMN49903627
237-15C_S169_L001,237-15C_S169_L001_R1_001.fastq.gz,237-15C_S169_L001_R2_001.fastq.gz,Pocillopora,grandis,114,35,Bleaching3_run,2015c,KI15c_237,SAMN49903628
239-15C_S185_L001,239-15C_S185_L001_R1_001.fastq.gz,239-15C_S185_L001_R2_001.fastq.gz,Pocillopora,grandis,116,35,Bleaching3_run,2015c,KI15c_239,SAMN49903623
24-15C_S81_L001,24-15C_S81_L001_R1_001.fastq.gz,24-15C_S81_L001_R2_001.fastq.gz,Montipora,aequituberculata,653,19,Bleaching3_run,2015c,KI15c_24,SAMN49903562
242-15C_S106_L001,242-15C_S106_L001_R1_001.fastq.gz,242-15C_S106_L001_R2_001.fastq.gz,Pocillopora,grandis,120,35,Bleaching3_run,2015c,KI15c_242,SAMN49903624
243-15C_S114_L001,243-15C_S114_L001_R1_001.fastq.gz,243-15C_S114_L001_R2_001.fastq.gz,Montipora,aequituberculata,121,35,Bleaching3_run,2015c,KI15c_243,SAMN49903629
PLATE4H6_S336_L001,PLATE4H6_S336_L001_R1_001.fastq.gz,PLATE4H6_S336_L001_R2_001.fastq.gz,Pocillopora,grandis,123,35,SheddRun_Dec2021,2015c,KI15c_246,SAMN49904135
257-15C_S138_L001,257-15C_S138_L001_R1_001.fastq.gz,257-15C_S138_L001_R2_001.fastq.gz,Pocillopora,grandis,791,5,Bleaching3_run,2015c,KI15c_257,SAMN49903515
PLATE4C2_S299_L001,PLATE4C2_S299_L001_R1_001.fastq.gz,PLATE4C2_S299_L001_R2_001.fastq.gz,Montipora,aequituberculata,789,5,SheddRun_Dec2020,2015c,KI15c_258,SAMN49904106
259-15C_S146_L001,259-15C_S146_L001_R1_001.fastq.gz,259-15C_S146_L001_R2_001.fastq.gz,Montipora,aequituberculata,795,5,Bleaching3_run,2015c,KI15c_259,SAMN49903516
26-15C_S89_L001,26-15C_S89_L001_R1_001.fastq.gz,26-15C_S89_L001_R2_001.fastq.gz,Pocillopora,grandis,655,19,Bleaching3_run,2015c,KI15c_26,SAMN49903563
260-15C_S154_L001,260-15C_S154_L001_R1_001.fastq.gz,260-15C_S154_L001_R2_001.fastq.gz,Pocillopora,grandis,796,5,Bleaching3_run,2015c,KI15c_260,SAMN49903517
